"ResponseId","trial","happiness","image","condition"
"R_3EclR6Xlp6yM9M9","filler",7,"positive stimuli absent","facial mimicry"
"R_3EclR6Xlp6yM9M9","happy",7,"positive stimuli absent","facial mimicry"
"R_3EclR6Xlp6yM9M9","neutral",5.75,"positive stimuli absent","facial mimicry"
"R_3EEkVvTHPdeHbqn","filler",1,"positive stimuli present","pen-in-mouth"
"R_3EEkVvTHPdeHbqn","filler",1.25,"positive stimuli present","pen-in-mouth"
"R_3EEkVvTHPdeHbqn","happy",1.25,"positive stimuli present","pen-in-mouth"
"R_3EEkVvTHPdeHbqn","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_3eg0q2p5n00HhS8","filler",1.5,"positive stimuli present","facial mimicry"
"R_3eg0q2p5n00HhS8","filler",1,"positive stimuli present","facial mimicry"
"R_3eg0q2p5n00HhS8","happy",1,"positive stimuli present","facial mimicry"
"R_3eg0q2p5n00HhS8","neutral",1.75,"positive stimuli present","facial mimicry"
"R_3EGbJZnIOIFrCRp","filler",1,"positive stimuli present","facial mimicry"
"R_3EGbJZnIOIFrCRp","filler",1,"positive stimuli present","facial mimicry"
"R_3EGbJZnIOIFrCRp","happy",3,"positive stimuli present","facial mimicry"
"R_3EGbJZnIOIFrCRp","neutral",2.75,"positive stimuli present","facial mimicry"
"R_3Eiq2N38sItjE2t","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3Eiq2N38sItjE2t","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3Eiq2N38sItjE2t","happy",1,"positive stimuli absent","pen-in-mouth"
"R_3Eiq2N38sItjE2t","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_3ejJBmyHwqf6Qrn","filler",6.25,"positive stimuli present","pen-in-mouth"
"R_3ejJBmyHwqf6Qrn","filler",5.75,"positive stimuli present","pen-in-mouth"
"R_3ejJBmyHwqf6Qrn","happy",5,"positive stimuli present","pen-in-mouth"
"R_3ejJBmyHwqf6Qrn","neutral",6,"positive stimuli present","pen-in-mouth"
"R_3ekQG3WsUD83PMu","filler",4.5,"positive stimuli absent","facial mimicry"
"R_3ekQG3WsUD83PMu","filler",4.5,"positive stimuli absent","facial mimicry"
"R_3ekQG3WsUD83PMu","happy",4.5,"positive stimuli absent","facial mimicry"
"R_3ekQG3WsUD83PMu","neutral",3.75,"positive stimuli absent","facial mimicry"
"R_3en2a9DZf2OH94x","filler",1,"positive stimuli absent","voluntary facial action"
"R_3en2a9DZf2OH94x","filler",2.25,"positive stimuli absent","voluntary facial action"
"R_3en2a9DZf2OH94x","happy",3.25,"positive stimuli absent","voluntary facial action"
"R_3en2a9DZf2OH94x","neutral",2.25,"positive stimuli absent","voluntary facial action"
"R_3EneL9ogSs5MSbi","filler",4.25,"positive stimuli absent","facial mimicry"
"R_3EneL9ogSs5MSbi","filler",3.25,"positive stimuli absent","facial mimicry"
"R_3EneL9ogSs5MSbi","happy",3.25,"positive stimuli absent","facial mimicry"
"R_3EneL9ogSs5MSbi","neutral",3.25,"positive stimuli absent","facial mimicry"
"R_3EoKMwDgf9w3dqD","filler",1.75,"positive stimuli absent","voluntary facial action"
"R_3EoKMwDgf9w3dqD","filler",2.25,"positive stimuli absent","voluntary facial action"
"R_3EoKMwDgf9w3dqD","happy",3.5,"positive stimuli absent","voluntary facial action"
"R_3EoKMwDgf9w3dqD","neutral",2.25,"positive stimuli absent","voluntary facial action"
"R_3et50fQV2eKCU6g","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_3et50fQV2eKCU6g","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3et50fQV2eKCU6g","happy",1.5,"positive stimuli absent","pen-in-mouth"
"R_3et50fQV2eKCU6g","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_3ewVVdLj6TvjnDT","filler",2,"positive stimuli present","pen-in-mouth"
"R_3ewVVdLj6TvjnDT","filler",2.25,"positive stimuli present","pen-in-mouth"
"R_3ewVVdLj6TvjnDT","happy",1.5,"positive stimuli present","pen-in-mouth"
"R_3ewVVdLj6TvjnDT","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_3EYej3dIVwvlBjK","filler",1,"positive stimuli present","voluntary facial action"
"R_3EYej3dIVwvlBjK","filler",1,"positive stimuli present","voluntary facial action"
"R_3EYej3dIVwvlBjK","happy",2.5,"positive stimuli present","voluntary facial action"
"R_3EYej3dIVwvlBjK","neutral",1,"positive stimuli present","voluntary facial action"
"R_3eyNjAuIKDA9xca","filler",2.25,"positive stimuli absent","voluntary facial action"
"R_3eyNjAuIKDA9xca","filler",2,"positive stimuli absent","voluntary facial action"
"R_3eyNjAuIKDA9xca","happy",1.25,"positive stimuli absent","voluntary facial action"
"R_3eyNjAuIKDA9xca","neutral",2.25,"positive stimuli absent","voluntary facial action"
"R_3EzrH02YkoCkhxs","filler",6,"positive stimuli absent","voluntary facial action"
"R_3EzrH02YkoCkhxs","filler",5.75,"positive stimuli absent","voluntary facial action"
"R_3EzrH02YkoCkhxs","happy",6,"positive stimuli absent","voluntary facial action"
"R_3EzrH02YkoCkhxs","neutral",5.75,"positive stimuli absent","voluntary facial action"
"R_3F2SRABNY56oAZY","filler",6.25,"positive stimuli absent","voluntary facial action"
"R_3F2SRABNY56oAZY","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_3F2SRABNY56oAZY","happy",4.5,"positive stimuli absent","voluntary facial action"
"R_3F2SRABNY56oAZY","neutral",2.5,"positive stimuli absent","voluntary facial action"
"R_3F54MCG2qO0nFuO","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_3F54MCG2qO0nFuO","filler",2.75,"positive stimuli absent","voluntary facial action"
"R_3F54MCG2qO0nFuO","happy",4,"positive stimuli absent","voluntary facial action"
"R_3F54MCG2qO0nFuO","neutral",2.5,"positive stimuli absent","voluntary facial action"
"R_3F5sbV6rApSi27r","filler",7,"positive stimuli absent","pen-in-mouth"
"R_3F5sbV6rApSi27r","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3F5sbV6rApSi27r","happy",1,"positive stimuli absent","pen-in-mouth"
"R_3F5sbV6rApSi27r","neutral",2.5,"positive stimuli absent","pen-in-mouth"
"R_3fBkR4FLZcH9bBe","filler",6.25,"positive stimuli absent","facial mimicry"
"R_3fBkR4FLZcH9bBe","filler",3.25,"positive stimuli absent","facial mimicry"
"R_3fBkR4FLZcH9bBe","happy",1.75,"positive stimuli absent","facial mimicry"
"R_3fBkR4FLZcH9bBe","neutral",3,"positive stimuli absent","facial mimicry"
"R_3fcl0EEl6mU1BtY","filler",5.5,"positive stimuli present","facial mimicry"
"R_3fcl0EEl6mU1BtY","filler",7,"positive stimuli present","facial mimicry"
"R_3fcl0EEl6mU1BtY","happy",7,"positive stimuli present","facial mimicry"
"R_3fcl0EEl6mU1BtY","neutral",7,"positive stimuli present","facial mimicry"
"R_3fCrPgvGNSfhxKr","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_3fCrPgvGNSfhxKr","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_3fCrPgvGNSfhxKr","happy",1.75,"positive stimuli absent","pen-in-mouth"
"R_3fCrPgvGNSfhxKr","neutral",2.75,"positive stimuli absent","pen-in-mouth"
"R_3fcx2rZT7JApRAA","filler",1,"positive stimuli present","voluntary facial action"
"R_3fcx2rZT7JApRAA","filler",1,"positive stimuli present","voluntary facial action"
"R_3fcx2rZT7JApRAA","happy",1.5,"positive stimuli present","voluntary facial action"
"R_3fcx2rZT7JApRAA","neutral",1,"positive stimuli present","voluntary facial action"
"R_3fE3zb3hQ3XSgFa","filler",1,"positive stimuli absent","facial mimicry"
"R_3fE3zb3hQ3XSgFa","filler",1,"positive stimuli absent","facial mimicry"
"R_3fE3zb3hQ3XSgFa","happy",1,"positive stimuli absent","facial mimicry"
"R_3fE3zb3hQ3XSgFa","neutral",1,"positive stimuli absent","facial mimicry"
"R_3fHnLHncmwRMvOW","filler",3,"positive stimuli absent","voluntary facial action"
"R_3fHnLHncmwRMvOW","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_3fHnLHncmwRMvOW","happy",2.5,"positive stimuli absent","voluntary facial action"
"R_3fHnLHncmwRMvOW","neutral",2.75,"positive stimuli absent","voluntary facial action"
"R_3fiAWQuiieRLnro","filler",1.25,"positive stimuli present","facial mimicry"
"R_3fiAWQuiieRLnro","filler",2.25,"positive stimuli present","facial mimicry"
"R_3fiAWQuiieRLnro","happy",2.25,"positive stimuli present","facial mimicry"
"R_3fiAWQuiieRLnro","neutral",2,"positive stimuli present","facial mimicry"
"R_3fIhtVq8Dn8hZzL","filler",3.75,"positive stimuli absent","pen-in-mouth"
"R_3fIhtVq8Dn8hZzL","filler",2.25,"positive stimuli absent","pen-in-mouth"
"R_3fIhtVq8Dn8hZzL","happy",2.25,"positive stimuli absent","pen-in-mouth"
"R_3fIhtVq8Dn8hZzL","neutral",2.5,"positive stimuli absent","pen-in-mouth"
"R_3fj9Ysu612nFciE","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3fj9Ysu612nFciE","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3fj9Ysu612nFciE","happy",1,"positive stimuli absent","pen-in-mouth"
"R_3fj9Ysu612nFciE","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_3FLPjR1Dd3plDTm","filler",2.5,"positive stimuli present","pen-in-mouth"
"R_3FLPjR1Dd3plDTm","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_3FLPjR1Dd3plDTm","happy",2.25,"positive stimuli present","pen-in-mouth"
"R_3FLPjR1Dd3plDTm","neutral",1.75,"positive stimuli present","pen-in-mouth"
"R_3fNxA2sMC8EzzuA","filler",2,"positive stimuli absent","facial mimicry"
"R_3fNxA2sMC8EzzuA","filler",2.75,"positive stimuli absent","facial mimicry"
"R_3fNxA2sMC8EzzuA","happy",2.75,"positive stimuli absent","facial mimicry"
"R_3fNxA2sMC8EzzuA","neutral",2.25,"positive stimuli absent","facial mimicry"
"R_3fOxH7SQ1u3aQVs","filler",5.25,"positive stimuli present","facial mimicry"
"R_3fOxH7SQ1u3aQVs","filler",4.5,"positive stimuli present","facial mimicry"
"R_3fOxH7SQ1u3aQVs","happy",3.75,"positive stimuli present","facial mimicry"
"R_3fOxH7SQ1u3aQVs","neutral",5.75,"positive stimuli present","facial mimicry"
"R_3fPOzTPRhXWm9w3","filler",1,"positive stimuli present","facial mimicry"
"R_3fPOzTPRhXWm9w3","filler",1,"positive stimuli present","facial mimicry"
"R_3fPOzTPRhXWm9w3","happy",1,"positive stimuli present","facial mimicry"
"R_3fPOzTPRhXWm9w3","neutral",1,"positive stimuli present","facial mimicry"
"R_3FQi47eJkezIcpT","filler",2.5,"positive stimuli present","facial mimicry"
"R_3FQi47eJkezIcpT","filler",2.25,"positive stimuli present","facial mimicry"
"R_3FQi47eJkezIcpT","happy",3.75,"positive stimuli present","facial mimicry"
"R_3FQi47eJkezIcpT","neutral",4.25,"positive stimuli present","facial mimicry"
"R_3FQmIOada3NxyUk","filler",1.75,"positive stimuli present","voluntary facial action"
"R_3FQmIOada3NxyUk","filler",1.5,"positive stimuli present","voluntary facial action"
"R_3FQmIOada3NxyUk","happy",4.75,"positive stimuli present","voluntary facial action"
"R_3FQmIOada3NxyUk","neutral",5,"positive stimuli present","voluntary facial action"
"R_3fSI7My8kZlpLcP","filler",1,"positive stimuli present","pen-in-mouth"
"R_3fSI7My8kZlpLcP","filler",1,"positive stimuli present","pen-in-mouth"
"R_3fSI7My8kZlpLcP","happy",1,"positive stimuli present","pen-in-mouth"
"R_3fSI7My8kZlpLcP","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_3FUwgHq4K371xpt","filler",3.5,"positive stimuli present","facial mimicry"
"R_3FUwgHq4K371xpt","filler",1,"positive stimuli present","facial mimicry"
"R_3FUwgHq4K371xpt","happy",1,"positive stimuli present","facial mimicry"
"R_3FUwgHq4K371xpt","neutral",1,"positive stimuli present","facial mimicry"
"R_3fVpQVmL2HpC42D","filler",3,"positive stimuli present","pen-in-mouth"
"R_3fVpQVmL2HpC42D","filler",1,"positive stimuli present","pen-in-mouth"
"R_3fVpQVmL2HpC42D","happy",1.75,"positive stimuli present","pen-in-mouth"
"R_3fVpQVmL2HpC42D","neutral",2.5,"positive stimuli present","pen-in-mouth"
"R_3FX60gDbRJmGQLn","filler",2,"positive stimuli present","pen-in-mouth"
"R_3FX60gDbRJmGQLn","filler",2,"positive stimuli present","pen-in-mouth"
"R_3FX60gDbRJmGQLn","happy",2,"positive stimuli present","pen-in-mouth"
"R_3FX60gDbRJmGQLn","neutral",2,"positive stimuli present","pen-in-mouth"
"R_3FXmnstFbBpBHoD","filler",1,"positive stimuli absent","facial mimicry"
"R_3FXmnstFbBpBHoD","filler",1,"positive stimuli absent","facial mimicry"
"R_3FXmnstFbBpBHoD","happy",2,"positive stimuli absent","facial mimicry"
"R_3FXmnstFbBpBHoD","neutral",1,"positive stimuli absent","facial mimicry"
"R_3FXrPThdVnGDUty","filler",1.75,"positive stimuli absent","facial mimicry"
"R_3FXrPThdVnGDUty","filler",1.75,"positive stimuli absent","facial mimicry"
"R_3FXrPThdVnGDUty","happy",2.5,"positive stimuli absent","facial mimicry"
"R_3FXrPThdVnGDUty","neutral",1.5,"positive stimuli absent","facial mimicry"
"R_3G0w6Um7JfPV0cI","filler",4.25,"positive stimuli present","facial mimicry"
"R_3G0w6Um7JfPV0cI","filler",4.75,"positive stimuli present","facial mimicry"
"R_3G0w6Um7JfPV0cI","happy",5.5,"positive stimuli present","facial mimicry"
"R_3G0w6Um7JfPV0cI","neutral",5.25,"positive stimuli present","facial mimicry"
"R_3G0YdeL2Y9JXvtv","filler",1.5,"positive stimuli present","facial mimicry"
"R_3G0YdeL2Y9JXvtv","filler",2.5,"positive stimuli present","facial mimicry"
"R_3G0YdeL2Y9JXvtv","happy",3.75,"positive stimuli present","facial mimicry"
"R_3G0YdeL2Y9JXvtv","neutral",3,"positive stimuli present","facial mimicry"
"R_3G1ThbWc4uEfxGC","filler",4.25,"positive stimuli absent","voluntary facial action"
"R_3G1ThbWc4uEfxGC","filler",4,"positive stimuli absent","voluntary facial action"
"R_3G1ThbWc4uEfxGC","happy",4,"positive stimuli absent","voluntary facial action"
"R_3G1ThbWc4uEfxGC","neutral",3.5,"positive stimuli absent","voluntary facial action"
"R_3G3bZTHAABIKRhh","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3G3bZTHAABIKRhh","filler",1.5,"positive stimuli absent","pen-in-mouth"
"R_3G3bZTHAABIKRhh","happy",1.75,"positive stimuli absent","pen-in-mouth"
"R_3G3bZTHAABIKRhh","neutral",1.5,"positive stimuli absent","pen-in-mouth"
"R_3G7Ez6JPDtql662","filler",1,"positive stimuli present","facial mimicry"
"R_3G7Ez6JPDtql662","filler",1,"positive stimuli present","facial mimicry"
"R_3G7Ez6JPDtql662","happy",1,"positive stimuli present","facial mimicry"
"R_3G7Ez6JPDtql662","neutral",1.5,"positive stimuli present","facial mimicry"
"R_3G8O0lL3gCuLNJz","filler",3.25,"positive stimuli absent","pen-in-mouth"
"R_3G8O0lL3gCuLNJz","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_3G8O0lL3gCuLNJz","happy",2,"positive stimuli absent","pen-in-mouth"
"R_3G8O0lL3gCuLNJz","neutral",2.25,"positive stimuli absent","pen-in-mouth"
"R_3Ge1hKhSziFJ7kn","filler",2,"positive stimuli present","facial mimicry"
"R_3Ge1hKhSziFJ7kn","filler",1.75,"positive stimuli present","facial mimicry"
"R_3Ge1hKhSziFJ7kn","happy",1.5,"positive stimuli present","facial mimicry"
"R_3Ge1hKhSziFJ7kn","neutral",2,"positive stimuli present","facial mimicry"
"R_3Gg0GtoswVMbKJK","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_3Gg0GtoswVMbKJK","filler",4.75,"positive stimuli present","pen-in-mouth"
"R_3Gg0GtoswVMbKJK","happy",1.25,"positive stimuli present","pen-in-mouth"
"R_3Gg0GtoswVMbKJK","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_3ggvEt48fTPnAqZ","filler",4.25,"positive stimuli present","pen-in-mouth"
"R_3ggvEt48fTPnAqZ","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_3ggvEt48fTPnAqZ","happy",1,"positive stimuli present","pen-in-mouth"
"R_3ggvEt48fTPnAqZ","neutral",2.25,"positive stimuli present","pen-in-mouth"
"R_3Gj1Gm4juLdtGEp","filler",1,"positive stimuli absent","facial mimicry"
"R_3Gj1Gm4juLdtGEp","filler",1,"positive stimuli absent","facial mimicry"
"R_3Gj1Gm4juLdtGEp","happy",1.25,"positive stimuli absent","facial mimicry"
"R_3Gj1Gm4juLdtGEp","neutral",1,"positive stimuli absent","facial mimicry"
"R_3GkPkkdVcCMR1KF","filler",1,"positive stimuli present","facial mimicry"
"R_3GkPkkdVcCMR1KF","filler",1,"positive stimuli present","facial mimicry"
"R_3GkPkkdVcCMR1KF","happy",1.75,"positive stimuli present","facial mimicry"
"R_3GkPkkdVcCMR1KF","neutral",1,"positive stimuli present","facial mimicry"
"R_3GkUSIuDxk3yfcL","filler",4.25,"positive stimuli present","facial mimicry"
"R_3GkUSIuDxk3yfcL","filler",1,"positive stimuli present","facial mimicry"
"R_3GkUSIuDxk3yfcL","happy",4.25,"positive stimuli present","facial mimicry"
"R_3GkUSIuDxk3yfcL","neutral",4.75,"positive stimuli present","facial mimicry"
"R_3gO8dKxb1fjEXYN","filler",1.25,"positive stimuli absent","voluntary facial action"
"R_3gO8dKxb1fjEXYN","filler",2.75,"positive stimuli absent","voluntary facial action"
"R_3gO8dKxb1fjEXYN","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_3gO8dKxb1fjEXYN","neutral",1,"positive stimuli absent","voluntary facial action"
"R_3GrCGJThuygBbTl","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_3GrCGJThuygBbTl","filler",2.5,"positive stimuli present","pen-in-mouth"
"R_3GrCGJThuygBbTl","happy",3,"positive stimuli present","pen-in-mouth"
"R_3GrCGJThuygBbTl","neutral",2,"positive stimuli present","pen-in-mouth"
"R_3Gs6SXYRMCwazmW","filler",3,"positive stimuli present","pen-in-mouth"
"R_3Gs6SXYRMCwazmW","filler",3,"positive stimuli present","pen-in-mouth"
"R_3Gs6SXYRMCwazmW","happy",3,"positive stimuli present","pen-in-mouth"
"R_3Gs6SXYRMCwazmW","neutral",3,"positive stimuli present","pen-in-mouth"
"R_3gSIs0iW3yNUUcY","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3gSIs0iW3yNUUcY","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3gSIs0iW3yNUUcY","happy",1,"positive stimuli absent","pen-in-mouth"
"R_3gSIs0iW3yNUUcY","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_3gTbfaRU6AcjcmU","filler",6,"positive stimuli absent","pen-in-mouth"
"R_3gTbfaRU6AcjcmU","filler",5.75,"positive stimuli absent","pen-in-mouth"
"R_3gTbfaRU6AcjcmU","happy",5.75,"positive stimuli absent","pen-in-mouth"
"R_3gTbfaRU6AcjcmU","neutral",6.75,"positive stimuli absent","pen-in-mouth"
"R_3gU7NDLPQky0QAE","filler",4.75,"positive stimuli absent","pen-in-mouth"
"R_3gU7NDLPQky0QAE","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_3gU7NDLPQky0QAE","happy",4,"positive stimuli absent","pen-in-mouth"
"R_3gU7NDLPQky0QAE","neutral",3,"positive stimuli absent","pen-in-mouth"
"R_3GwG01Tw7yTz160","filler",4.5,"positive stimuli absent","pen-in-mouth"
"R_3GwG01Tw7yTz160","filler",3.5,"positive stimuli absent","pen-in-mouth"
"R_3GwG01Tw7yTz160","happy",3.5,"positive stimuli absent","pen-in-mouth"
"R_3GwG01Tw7yTz160","neutral",2.75,"positive stimuli absent","pen-in-mouth"
"R_3h3mKUs8AhoG0CN","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3h3mKUs8AhoG0CN","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_3h3mKUs8AhoG0CN","happy",1.25,"positive stimuli absent","pen-in-mouth"
"R_3h3mKUs8AhoG0CN","neutral",1.25,"positive stimuli absent","pen-in-mouth"
"R_3h3YBJJXWLmxY78","filler",4,"positive stimuli present","voluntary facial action"
"R_3h3YBJJXWLmxY78","filler",4,"positive stimuli present","voluntary facial action"
"R_3h3YBJJXWLmxY78","happy",4.25,"positive stimuli present","voluntary facial action"
"R_3h3YBJJXWLmxY78","neutral",4,"positive stimuli present","voluntary facial action"
"R_3h4Niljeq5s1LnY","filler",5,"positive stimuli present","facial mimicry"
"R_3h4Niljeq5s1LnY","filler",3.5,"positive stimuli present","facial mimicry"
"R_3h4Niljeq5s1LnY","happy",4,"positive stimuli present","facial mimicry"
"R_3h4Niljeq5s1LnY","neutral",4.25,"positive stimuli present","facial mimicry"
"R_3HCv1E6ZnkKDQWw","filler",1,"positive stimuli absent","voluntary facial action"
"R_3HCv1E6ZnkKDQWw","filler",3.5,"positive stimuli absent","voluntary facial action"
"R_3HCv1E6ZnkKDQWw","happy",1.75,"positive stimuli absent","voluntary facial action"
"R_3HCv1E6ZnkKDQWw","neutral",2,"positive stimuli absent","voluntary facial action"
"R_3hEhuShHqyNeFpN","filler",1.5,"positive stimuli absent","pen-in-mouth"
"R_3hEhuShHqyNeFpN","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3hEhuShHqyNeFpN","happy",5,"positive stimuli absent","pen-in-mouth"
"R_3hEhuShHqyNeFpN","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_3HFvfBdsWrgJwev","filler",1,"positive stimuli absent","voluntary facial action"
"R_3HFvfBdsWrgJwev","filler",1,"positive stimuli absent","voluntary facial action"
"R_3HFvfBdsWrgJwev","happy",1.75,"positive stimuli absent","voluntary facial action"
"R_3HFvfBdsWrgJwev","neutral",1,"positive stimuli absent","voluntary facial action"
"R_3HHdRahq1MZYfRL","filler",1,"positive stimuli absent","facial mimicry"
"R_3HHdRahq1MZYfRL","filler",1,"positive stimuli absent","facial mimicry"
"R_3HHdRahq1MZYfRL","happy",1,"positive stimuli absent","facial mimicry"
"R_3HHdRahq1MZYfRL","neutral",1.75,"positive stimuli absent","facial mimicry"
"R_3HhIyzSasHLZ1fH","filler",2.5,"positive stimuli absent","facial mimicry"
